trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",35,0,-160.97081957621697,"{0: 23, 1: 1, 2: 8, 3: 1, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.9801}",20,0,-109.45219689819854,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9702989999999999}",25,0,-183.1922447315121,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.96059601}",35,8,-202.73390966592808,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 4}",1
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",20,0,-118.05729945805672,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9414801494009999}",25,2,-101.77656311600265,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 1}",1
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",20,12,-22.258627568681963,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 0}",1
8,False,"{'a': 0.5, 'e': 0.92274469442792}",20,0,-43.096290741640566,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9135172474836407}",30,0,-158.4150833213399,"{0: 16, 1: 5, 2: 5, 3: 3, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9043820750088043}",25,0,-45.08784789034505,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587163}",30,19,-67.38304490296588,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
12,False,"{'a': 0.5, 'e': 0.8863848717161291}",20,4,-51.57257829059158,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",20,0,-103.04587428632226,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.8687458127689781}",20,0,-136.22245607432336,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.8600583546412883}",30,3,-96.72882833126613,"{0: 15, 1: 5, 2: 5, 3: 2, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.8514577710948754}",30,0,-109.86813405655298,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.8429431933839266}",20,0,-72.29237151022485,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500874}",20,0,-94.65911241820727,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355865}",25,0,-185.22879137242793,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972307}",25,0,-160.0791362046509,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212583}",25,0,-169.59218084496422,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390458}",20,0,-78.67927234905228,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.7936142836436553}",25,0,-93.37935071903505,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",20,13,-6.837877603899681,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.7778213593991465}",35,0,-129.99585877583596,"{0: 25, 1: 4, 2: 0, 3: 5, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",20,7,-49.39175070649185,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",25,0,-108.85678189239648,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",20,13,7.529605076618534,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",30,0,-48.458334230800325,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",20,0,-25.33204544980373,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543974}",20,5,-81.9661595719132,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.7249803359578534}",25,11,-6.8287218354024315,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.7177305325982748}",30,0,-66.20663699962553,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",1
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,0,-37.4298803508237,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",25,0,-136.22236270921653,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",25,0,-124.59030461719749,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690777}",20,6,-55.16245066396002,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
38,False,"{'a': 0.5, 'e': 0.682554595010387}",30,0,-107.88618398881937,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,6,-44.268598843545824,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",25,8,-79.93618214180376,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",20,0,-38.26680668454911,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",25,0,-91.61838051989172,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",20,0,-112.0225496098637,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",20,0,-134.5746290596582,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",20,0,-72.68442683597749,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,8,-57.33912513450331,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
47,False,"{'a': 0.5, 'e': 0.6235253948912}",20,0,-91.669237810132,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",25,0,-103.6536616934842,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.6111172395328651}",20,8,-11.854378687629133,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.6050060671375365}",25,10,6.634848163516691,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.5989560064661611}",30,12,-36.150622900746654,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",35,21,-1.7605212965724382,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,0,-48.662381505471835,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",20,0,-57.42632809464884,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",20,0,-93.4397746684495,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,0,-13.906619022692277,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523876}",30,7,-17.6035488285461,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478638}",25,0,-22.838205136440827,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",35,9,-77.90437550916047,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",25,8,7.65120283965178,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",20,9,-97.81189254273835,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 2}",1
62,False,"{'a': 0.5, 'e': 0.536268225207185}",20,5,-11.303813384221163,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",25,0,-21.087984442997623,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.525596487525562}",30,18,24.502138182934065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",20,0,-61.49982201838621,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",20,0,-160.136129155321,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,0,-13.61481303423174,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",20,15,3.4401718489118833,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,0,-11.476226502664861,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",20,4,17.972517815746837,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,10,-22.354386098497745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",30,0,-96.73119739751364,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,0,-24.523586649082244,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.475340042005707}",20,5,-4.453325888425347,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.47058664158564995}",20,3,-17.05250303335248,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.4658807751697934}",30,0,-68.5411177641377,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.4612219674180955}",20,0,-58.33487373558435,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.45660974774391455}",20,0,-27.18428700669409,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.4520436502664754}",30,3,-64.51735147991545,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.44752321376381066}",25,13,-6.8624455824252735,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.44304798162617254}",25,1,-47.7582267150534,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1
82,False,"{'a': 0.5, 'e': 0.4386175018099108}",25,5,-33.97300058162697,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.4342313267918117}",20,0,-62.97950517567011,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.4298890135238936}",25,7,-47.372691546064715,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.42559012338865465}",20,0,-91.15518134435817,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
86,False,"{'a': 0.5, 'e': 0.4213342221547681}",25,3,-89.04679318489477,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322045}",25,0,-7.63742860368778,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.41294967113388825}",20,0,-102.33542013891062,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.40882017442254937}",30,10,-21.48881003589708,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.4047319726783239}",20,15,1.2953800684159993,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154065}",25,0,-2.1315618281215705,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.39667780642202527}",25,1,15.21689136877875,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.392711028357805}",30,2,-16.392219625135922,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.38878391807422696}",25,0,-45.6214239654785,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.3848960788934847}",25,4,-25.367222692947134,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454983}",20,6,16.702002594098268,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350434}",35,18,2.6444303641283557,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426927}",30,20,11.026739332011106,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972655}",35,22,-14.99083627715645,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36603234127322926}",20,0,-50.16595014239854,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.36237201786049694}",30,4,-24.50511944473805,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.358748297681892}",25,0,-80.6752318392854,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.35516081470507305}",25,0,-51.04960639503642,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.3516092065580223}",25,4,-13.121042910157971,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.34809311449244207}",20,0,-5.536793847800334,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.34461218334751764}",30,19,17.781187188340738,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,0,0.1880579870379424,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.337754400898902}",25,13,16.966741858984417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",25,2,-39.74644773135126,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,0,0.35941017926610386,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,11,14.602608327670126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",20,12,-22.778059744357773,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,15,7.461997329275719,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,19,2.534934951565959,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,3,-36.21746807235614,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",25,0,23.192312148890466,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,4,-8.19876567620802,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.30545902592830454}",25,13,-29.29181105550192,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.3024044356690215}",20,0,4.678094494124247,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.29938039131233124}",20,0,-5.856511528860075,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.2963865873992079}",30,0,12.52330025129503,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.29342272152521587}",20,5,1.1862380811479416,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2904884943099637}",30,16,-17.939077830302484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.28758360936686406}",25,12,-0.5510592205297331,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2847077732731954}",25,0,-13.285290721521989,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.28186069554046345}",20,10,16.456906807725503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2790420885850588}",25,0,11.733871754045708,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.2762516676992082}",35,20,17.03136052737843,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27348915102221616}",25,4,13.238285100406348,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.270754259511994}",25,20,10.511429926831902,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.26804671691687404}",20,11,-36.20701373440292,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.2653662497477053}",20,16,8.7601916504699,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502282}",30,0,28.324566793259955,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.2600854613777259}",30,10,-7.473116778495495,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.2574846067639487}",35,14,-29.649077315939408,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963092}",25,13,20.764616647223704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893461}",20,7,-37.19950474070282,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.24983705645845267}",20,15,-31.355114196340182,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386815}",25,6,32.74896567490177,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492946}",25,0,-48.587859599504036,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.24241664604458016}",20,6,-39.77975352092181,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.23999247958413436}",25,10,-13.469133857786007,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",30,13,15.995292487948758,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.2352166292404101}",30,15,-2.924211105822303,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",20,1,19.19727589236848,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,11,-2.982560035066549,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,4,28.92443812138986,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,0,-1.3448202056701566,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.22368867397864742}",30,8,22.296120439951483,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886094}",25,16,-13.165561403125476,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.21923726936647234}",25,14,9.582052645570453,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2170448966728076}",35,15,34.802983757159474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21487444770607952}",20,11,4.820822254606613,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21272570322901874}",30,17,-8.081904071403963,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672854}",20,9,6.916289391675076,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476127}",25,1,6.640542555126783,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20640753711741366}",20,13,2.767797550132749,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20434346174623952}",25,15,16.627933936093427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20230002712877712}",20,15,8.754958698912995,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.20027702685748935}",20,2,-12.500338767927989,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891445}",20,11,-2.714969179341997,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.1962915140230253}",30,13,9.503198573358482,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279505}",20,6,7.776796772155386,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.1923853128939671}",25,16,13.558790597523327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19046145976502743}",30,0,28.080948641226534,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.18855684516737714}",25,0,-21.17311396821942,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",30,21,18.91891574742594,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18480456394854633}",20,15,7.422518651923578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906087}",25,0,30.526439645974428,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.18112695312597027}",25,11,-16.607483562497983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471056}",30,22,13.473629815658821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876345}",20,15,10.779347110092552,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17574730149117582}",20,6,21.899923185472044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17398982847626407}",30,21,19.38271594752073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17224993019150142}",20,0,-88.53133610432444,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.1705274308895864}",25,10,14.891533990679296,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.16882215658069055}",20,3,12.187113481422067,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.16713393501488363}",25,16,12.67753195982864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473479}",20,6,3.332289258306069,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808745}",25,7,13.615552179192743,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100657}",25,16,17.845782214831285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.1605481911108965}",20,10,9.372560613324719,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.15894270919978754}",20,7,25.800159273584875,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778965}",30,23,12.91468080890906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
